lang,tweet_id,possibly_sensitive,created_at,text,type,withheld.copyright,withheld.country_codes
en,1465712534321709067,False,2021-11-30T16:01:14.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/D7o5T0C0mW",,,
en,1465712419863416832,False,2021-11-30T16:00:47.000Z,@im_choccy I did see him leave halfway through i just feel bad for the guy he must miss black widow,replied_to,,
en,1465711606902374409,False,2021-11-30T15:57:33.000Z,"#NatashaRomanoff was the preeminent female superhero without powers in the @MarvelStudios Cinematic Universe. #Hawkeye #KateBishop is following in her footsteps but Kate is no poser. 
https://t.co/Y5xHLtPf8l",,,
en,1465711255545470988,False,2021-11-30T15:56:09.000Z,An ass whooping from black widow was the best thing that has ever happened me https://t.co/DGg731Ixtc,quoted,,
en,1465710726773760003,False,2021-11-30T15:54:03.000Z,captain america sama black widow.. https://t.co/xcGO5g19bt,quoted,,
en,1465710428772700170,False,2021-11-30T15:52:52.000Z,@xdinary_era he's black widow son ig 🤔,replied_to,,
en,1465709741053677576,False,2021-11-30T15:50:08.000Z,Black Widow https://t.co/aCiRwyjhwf,quoted,,
es,1465709364484849682,False,2021-11-30T15:48:38.000Z,"@omega_tierra @JorgeCFer Resumen de el año:
Wanda vision: 2.5
falcon: 3.5
Loki : 4
What if: 3.75
Hawkeye, después de ver los primeros 2 capitulos: 4
Black widow: 4
Shang chi: 4.25
 Opinion personal, saludos",replied_to,,
en,1465708496884678668,False,2021-11-30T15:45:11.000Z,@Krauxi I bought a 100% Varmilo Sakura with Cherry Blacks about a month ago and I'm in love with it! That's after using a Razer Black Widow Chroma for like 5 years.,replied_to,,
en,1465708349194784782,False,2021-11-30T15:44:36.000Z,"Will ‘Venom’ Be the Next Hollywood Film With #China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/7HKSpauKyf https://t.co/A92tk4q2xX",,,
en,1465708333118025741,False,2021-11-30T15:44:32.000Z,"END OF NOVEMBER UPDATE: NEW #1
1. Licorice Pizza
2. Dune 
3. Last Night in Soho
4. No Time to Die
5. Shang-Chi
6. The French Dispatch
7. Encanto
8. The Card Counter
9. Black Widow
10. Jungle Cruise
11. Candyman
12. Cruella
13. In the Heights
14. Halloween Kills
15. Space Jam 2",replied_to,,
en,1465708014950764545,False,2021-11-30T15:43:16.000Z,"@GailSimone Batwoman and Black Widow spring to mind.

Artemis and Kate Bishop too",replied_to,,
en,1465707192510607364,False,2021-11-30T15:40:00.000Z,@PhilaUnion The Black Widow,replied_to,,
en,1465707065578430471,False,2021-11-30T15:39:30.000Z,"BLACK WIDOW 2010, ISSUE FIVE https://t.co/eXAY6jmilv",,,
en,1465706943876456461,False,2021-11-30T15:39:01.000Z,"therapy: expensive
watching black widow for the 23rd time: free and probably the reason why I need therapy",,,
es,1465706911844634625,False,2021-11-30T15:38:53.000Z,"Spider-Man No Way Home se ha convertido en la preventa más grande de todos los tiempos de Cineplex. Y en sus primeras 24 horas ha multiplicado POR 20 las entradas que Black Widow y Eternals vendieron en ese tiempo, y eso son sólo las cifras de América y Canada. 

GRANDEZA. https://t.co/v4g9bcpctZ",,,
en,1465706797272952839,False,2021-11-30T15:38:26.000Z,#YouKnowWhatTheySay ... A entailing Blue cheese dressing can never impress the Black widow spider,,,
en,1465706785856049153,False,2021-11-30T15:38:23.000Z,"Well, it wasn't really sneaking out of work tho. Those were really my accumulated free hours. And now, I had to finish watching Shang-Chi and Black Widow to catch up on MCU. 😊",replied_to,,
en,1465706562744246284,False,2021-11-30T15:37:30.000Z,"Also, my only goal for c2 is to hopefully meet my fave Black Widow @katrinavchapman",replied_to,,
es,1465706304471584775,False,2021-11-30T15:36:29.000Z,"⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀¿𝒄onoces a black widow? ¡vaya! y podría decirse que sí, la amiga de un amigo de su amiga.
⠀⠀⠀⠀⠀⠀ https://t.co/1O4pqyStMr",quoted,,
en,1465706108123709455,False,2021-11-30T15:35:42.000Z,bro…that’s a very big difference between Black Widow ticket sales https://t.co/XfFa7R9V0a,quoted,,
en,1465705704338051079,False,2021-11-30T15:34:06.000Z,MY BLACK WIDOW POSTER IS ON ITS WAY BACK TO MEEEEEEE,,,
en,1465705543834558469,False,2021-11-30T15:33:27.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’?.
https://t.co/z7QDIrLE83",,,
en,1465705423651016714,False,2021-11-30T15:32:59.000Z,https://t.co/QhIm4ygV6d Widow&amp;avatar=6 https://t.co/M7XxTcER0a,,,
en,1465705328901701636,False,2021-11-30T15:32:36.000Z,Untold Truth of “The Black Widow” – Murderer Stacey Castor https://t.co/oVSXsT38a8,,,
en,1465705322815709194,False,2021-11-30T15:32:35.000Z,‘Black Widow’ Time-Bending Mistake Is Going Viral Online: https://t.co/Dy7SXaj7i1 https://t.co/h92knIij5p,,,
es,1465704869587607559,False,2021-11-30T15:30:47.000Z,"¡LOCURA! ¡#SpiderManNoWayHome ha vendido 3 millones de entradas en 24 horas solo America y Canada!

Supera a Eternals y Black Widow vendieron unas 150.000 entradas en el mismo tiempo. https://t.co/r4ERwHeiRx",,,
en,1465704848041525256,False,2021-11-30T15:30:41.000Z,"@spideyupdated @meJat32 Fake..

Black widow sold around $30m

So how it sold only 150k ??",replied_to,,
en,1465704782220316689,False,2021-11-30T15:30:26.000Z,"BLACK WIDOW 2020, ISSUE 9 https://t.co/GJ6LcS4jRs",,,
es,1465704673533304849,False,2021-11-30T15:30:00.000Z,"Crítica de ""Black Widow"" de Cate Shortland. Con errores y aciertos llegamos al final de Scarlett Johansson en el UCM y damos la bienvenida a Florence Pugh. #BlackWidow @DisneySpain 

🟥 https://t.co/etWXEKvWRi https://t.co/h6feeqM9SP",,,
en,1465704326848913424,False,2021-11-30T15:28:37.000Z,"@IWASTHELYGHT Black widow eats with her little boot and jacket combo but spiderman, Peter?? I’m bored of the plaid shirt and khakis",replied_to,,
en,1465704037546741764,False,2021-11-30T15:27:28.000Z,"Wow! No wonder he's getting three more films! 

Spider-man: No Way Home sold 3,000,000 tickets in 24hrs

Previous best, Eternals and Black Widow sold 150,000 tickets in 24hrs https://t.co/W8zdMvmMpq",quoted,,
en,1465704024653504515,False,2021-11-30T15:27:25.000Z,Black widow because fuck gal gadot ziontest bitch https://t.co/v1okfYuDMo,quoted,,
en,1465703732566323203,False,2021-11-30T15:26:15.000Z,"#SpiderManNoWayHome has sold 3M tickets for $35M+ sales in America and Canada in 24 HOURS. The previous best was Eternals  &amp; Black Widow which sold about 150K tickets in 24 hours 

Via @mejat32 https://t.co/bVBTJjsTZR",,,
en,1465703727336017939,False,2021-11-30T15:26:14.000Z,"The #SpiderManNoWayHome '24 hours' tickets sales has outsold all the 2021 releases '24 hours' sales combined by almost 3 times in the US!

It has also crossed the final sales of all the films, with Black Widow being the 2nd best at $30M.
 https://t.co/muxfTMFt3U",,,
en,1465703098203062275,False,2021-11-30T15:23:44.000Z,I was one of the mfers who bought Black Widow tickets first minute 💀💀 https://t.co/kCLQCxizta,quoted,,
en,1465703094579130374,False,2021-11-30T15:23:43.000Z,"MCU's post credit scenes are getting better and better since Black Widow. More excited to see Phase 4 😍

Btw I'm confused. Is it Dr. Strange, The Watcher or Blade's voice? Hihi #Eternals https://t.co/960JWL09ro",,,
en,1465703041819045898,False,2021-11-30T15:23:31.000Z,Black widow :( https://t.co/I9wQsyZaJu,quoted,,
tl,1465703007035990022,False,2021-11-30T15:23:22.000Z,Maayo nalang nag tanaw ko today kay gitanggal na shang chi og black widow para ugma hahahahaah,,,
en,1465702468096958465,False,2021-11-30T15:21:14.000Z,"@Krauxi Been using a Razer Black Widow for a couple years and can't complain. So far it whitstood several not so ""kindly"" key strokes.",replied_to,,
en,1465702366473195525,False,2021-11-30T15:20:50.000Z,"@lastlasagna0 @cinnamontoastk I was bitten by a red back spider (similar to a black widow but more poisonous) , when I was 5 , the most painful bite ever :/ was in hospital for 3 weeks ! It made me very very ill :( had to have my blood cleaned and everything",replied_to,,
en,1465701999467401219,False,2021-11-30T15:19:22.000Z,"BLACK WIDOW: Marvel Legends #shorts https://t.co/z0rCUDcZDw via @YouTube #marvel #marvellegends #hasbro please like, comment and subscribe https://t.co/EMDdui5yvB",,,
en,1465701726372073478,False,2021-11-30T15:18:17.000Z,BLACK WIDOW: Marvel Legends #shorts https://t.co/0RI3udifV1,,,
en,1465701052460658694,False,2021-11-30T15:15:36.000Z,"like fr this nigga getting 6 whole movies, black widow only got one- idk how yall can be excited knowing this...",replied_to,,
en,1465700904733081603,False,2021-11-30T15:15:01.000Z,Famke could play Black Widow but Scarjo could never play Jean Grey. https://t.co/U2sauK918o,quoted,,
en,1465700746624573440,False,2021-11-30T15:14:24.000Z,if you choose black widow there must be something wrong with you https://t.co/L842dBeN6c,quoted,,
en,1465700728681353220,False,2021-11-30T15:14:19.000Z,"Shang Chi, Black Widow and Squid games are the only films i watched this year without pausing and falling asleep 😂😂🔥🔥🔥🔥",,,
in,1465700691641470999,False,2021-11-30T15:14:10.000Z,black widow tu meninggal pas mau ngambil soul stone kan..,,,
en,1465700600012677123,False,2021-11-30T15:13:49.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/A9jHaLQ3sI",,,
en,1465700505670148109,False,2021-11-30T15:13:26.000Z,@I_JEDI The Black Widow movie was way better than I expected. 👀,replied_to,,
nl,1465700430818648069,False,2021-11-30T15:13:08.000Z,"@JimVorwald Ja precies had bij Black Widow gemoeten maar dat hadden ze niet gedaan dus dacht aangezien ze samen op die missie waren had dat ik deze serie wel leuk uit kunnen pakken. Was idd een drama die film over Black Widow, mee eens! Erg jammer!",replied_to,,
en,1465700113636945933,False,2021-11-30T15:11:53.000Z,"The BLACK WIDOW Movie Full HD
watch Now
➡️➡️https://t.co/6RitOBfXoW

@Gaurishankarv9 @HElwensh5 @Lipa_swift @LvjZpG3B2JhBooo @SheryllFabunan @JhajhraVishal @buckhemsi @RubayetAlam13 https://t.co/EDEYceu5Ik",,,
en,1465699862817566720,False,2021-11-30T15:10:53.000Z,"The BLACK WIDOW Movie Full HD
watch Now
➡️➡️https://t.co/6RitOBfXoW

@xsrksazwah @meghansgolden @synthh_waves @starksbtch @babyer5 @aree_56 @savageprayer21 @TheAvat52068197 @itsabyy_ @Tara_minach @tala_faa @smoovemariii @sagebarbies @Mariela7651 @Giukia22 https://t.co/dTV5g7NXDV",,,
en,1465699676749918211,False,2021-11-30T15:10:08.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’?
https://t.co/2awdGQP7cj https://t.co/ZoZoJ8wnYt",,,
en,1465699547930189831,False,2021-11-30T15:09:38.000Z,"The BLACK WIDOW Movie Full HD
watch Now
➡️➡️https://t.co/6RitOBfXoW

@MonicaClean2 @clumsybich @Shreya396 @nase_1015_ @level_jeremy @Ttol0030 @gksskgfhtkfls @Nytung1 @thewindie @Durk_Better @yazan_99_ @ArielElkins15 @MaryAlexandraC1 @wwq59523 @orianadp13 https://t.co/WD1VHiMbld",,,
en,1465699361635987472,False,2021-11-30T15:08:53.000Z,"Binged marvel content because I love making bad decisions 😂 I loved wandavision and loki, suffered through fatws, loved spiderman movies and black widow and really couldn't stand shangchi for some reason??? maybe I'll try again later",,,
en,1465699180572135429,False,2021-11-30T15:08:10.000Z,"The BLACK WIDOW Movie Full HD
watch Now
➡️➡️https://t.co/6RitOBfXoW

@NadineUprichard @Gayyytlyn @hipapaya_ @sushilover1232 @BARB1ETlNGZ @simplyysequoia @laura25duque @malroff__ @3hourslate @ClunisTamoya @colinlikesfilms @mifatesch1fo @sarahkyle7 @themundanerph @_BadkarmaE_ https://t.co/Hfu9iBPkFw",,,
de,1465699145713274888,False,2021-11-30T15:08:02.000Z,@SchattenwolfTV Black Widow war ein wirklich sehr  okayer Film #OkayRonnie,replied_to,,
en,1465698876388565002,False,2021-11-30T15:06:58.000Z,"The BLACK WIDOW Movie Full HD
watch Now
➡️➡️https://t.co/6RitOBfXoW

@eyksys @Shannzzzrs @itsvmkluv @AasthaChabs @SandyParkerlove @Helennnnnn2003 @No01664648 @Shirley90916622 @gracescenery @lxzwi @TrexGamer54 @TakeALapPod @sylia08556771 @fandumb13 @mitchiecb7673 https://t.co/3glBwmMd0K",,,
en,1465698671068999680,False,2021-11-30T15:06:09.000Z,"News from Variety: Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/lKJ5fhJiPc via @variety https://t.co/vIzBf7j5X4",,,
en,1465698658339352577,False,2021-11-30T15:06:06.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/WR1QVdhIol",,,
en,1465698289521610755,False,2021-11-30T15:04:38.000Z,@x_tesfayegrande except spider-man and black widow,replied_to,,
en,1465698251743449108,False,2021-11-30T15:04:29.000Z,"The BLACK WIDOW Movie Full HD
watch Now
➡️➡️https://t.co/6RitOBfXoW

@GiovaniDomimgu5 @unkle_d0nt @OddAtomic @markieee_markkk @fabthebean @luciatagram @NasriinHaghighi @Margaux_faith @paIanuod @natsgf13 @perrybenoist @DiMo27__ @Kayp53838838 @LiftedAIRington @kayla46118369 https://t.co/p9CVn4Mgr2",,,
en,1465697891628970000,False,2021-11-30T15:03:03.000Z,"The BLACK WIDOW Movie Full HD
watch Now
➡️https://t.co/6RitOBfXoW

@eunicemcveyx @drukkariforever @levelofconfused @Sebasti23742862 @comermcgrath @uKarabitFade @YujinsDimples17 @kanyapon5531 @isa_simancas15 @durrell_tess @evil_guitars @sweetbarbiestar @_haileytran @BigredEST19xx https://t.co/3x3I0rrsuC",,,
en,1465697552456507394,False,2021-11-30T15:01:42.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/eDYTv4UBqG",,,
en,1465697343672512528,False,2021-11-30T15:00:52.000Z,I also rediscovered that I'm gay but that I also do everytime I watch black widow so https://t.co/38JrmJXUVV,quoted,,
en,1465697219244281861,False,2021-11-30T15:00:23.000Z,"The BLACK WIDOW Movie Full HD
watch Now 
➡️➡️https://t.co/6RitOBfXoW

@mcugirlies @namesmargo @MorganStark2008 @legallytired_ @ieatmyown455 @carolsglow @pietra_zulian @chiko_1300 @jhmwllcsp @fitzzayn @hurrybee24 @majakosiarka @mariana25__01 @Ahlidine @celestialdamag https://t.co/wwmNkpRvQ4",,,
en,1465697010602766337,False,2021-11-30T14:59:33.000Z,"Black Widow (2021) 

(credit https://t.co/sjWumh7g9h) https://t.co/yJP03pN61y",,,
en,1465696954843758608,False,2021-11-30T14:59:20.000Z,@MediocreJedi she's a queen. unstoppable. her black widow cosplay is literally the COOLEST. she's so beautiful!,replied_to,,
en,1465696846613921794,False,2021-11-30T14:58:54.000Z,"The BLACK WIDOW Movie Full HD
watch Now 
➡️➡️https://t.co/6RitOBfXoW

@Kegsplitter @ZainabShahid12 @aitanazera @toastandtaylor @xstrangeloki @Enyels04 @Kiwiiii_25 @kaivannaa @BLINKUNITER9 @charlot52917468 @emilymayfield_ @taylorsvibez @brookedkla @Blaine01649899 @marvelfp https://t.co/fEKHDO7LHF",,,
und,1465696468501549059,False,2021-11-30T14:57:24.000Z,#HollywoodCiak 2036 #BlackWidow #ScarlettJohansson #FlorencePugh #DavidHarbour #OTFagbenle #OlgaKurylenko #WilliamHurt #RayWinstone #RachelWeisz #Marvel #Avengers #comics #NatashaRomanoff #superheroes #RedRoom #family #Budapest #Taskmaster #mindcontrol https://t.co/niD8pAK8Ku,,,
en,1465696305125093392,False,2021-11-30T14:56:45.000Z,"The BLACK WIDOW Movie Full HD
watch Now 
➡️➡️https://t.co/6RitOBfXoW

@rxsebluedays @Gabrieldamico25 @Zehana11 @Kk66230125 @kaitlynmcgrady @Santos14Daia @spencerreidsh0e @Brunacc13 @LuckySnow_7 @revenantsheda @NataliaRominova @hllnluv @everytimeimagin @sheriek @Diana_Rhiannon https://t.co/KmoLspWOqV",,,
en,1465696229048811526,False,2021-11-30T14:56:26.000Z,Hawkeye and Black Widow were 2 of the most useless characters ever. I’d never waste my time with their solo endeavors. Lol,,,
en,1465696184681394193,False,2021-11-30T14:56:16.000Z,@sgonzalesauthor Now one by one the children mmff are stifled quiet the Widow's hand is lifting one by one the children green their blood is black unloosed by cutting fingernails it splashes black on walls (of green) as one by one the curling hand lifts children high as sky the sky is black,replied_to,,
